Caption	Title	Extra	Gi	CreateDate	UpdateDate	Flags	TaxId	Slen	Biomol	MolType	Topology	SourceDb	SegSetSize	ProjectId	Genome	SubType	SubName	AssemblyGi	AssemblyAcc	Tech	Completeness	GeneticCode	Strand	Organism	Strain	BioSample
OM728199	Otidea mirabilis voucher BJTC FM221 large subunit ribosomal RNA gene, partial sequence	gi|2195222617|gb|OM728199.1|	2195222617	2022/04/04	2022/04/08	0	1125864	1042	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM221|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM722137	Otidea bufonia voucher HKAS 54451 large subunit ribosomal RNA gene, partial sequence	gi|2195126020|gb|OM722137.1|	2195126020	2022/04/04	2022/04/04	0	566114	1068	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HKAS 54451|China: Yunnan	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
OM722136	Otidea bufonia voucher HMAS 188416 large subunit ribosomal RNA gene, partial sequence	gi|2195126021|gb|OM722136.1|	2195126021	2022/04/04	2022/04/04	0	566114	918	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 188416|China: Yunnan	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
OM723194	Otidea bufonia voucher HMAS 76106 large subunit ribosomal RNA gene, partial sequence	gi|2195126543|gb|OM723194.1|	2195126543	2022/04/04	2022/04/04	0	566114	881	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 76106|China: Jilin	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
OM727116	Otidea leporina voucher HMAS 254161 large subunit ribosomal RNA gene, partial sequence	gi|2195177024|gb|OM727116.1|	2195177024	2022/04/04	2022/04/04	0	47199	879	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 254161|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
OM727117	Otidea leporina voucher HMAS 29549 large subunit ribosomal RNA gene, partial sequence	gi|2195196230|gb|OM727117.1|	2195196230	2022/04/04	2022/04/04	0	47199	879	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 29549|China: Jilin	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
OM728195	Otidea mirabilis voucher HSA 252 large subunit ribosomal RNA gene, partial sequence	gi|2195222613|gb|OM728195.1|	2195222613	2022/04/04	2022/04/08	0	1125864	884	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 252|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM728196	Otidea mirabilis voucher BJTC FM292 large subunit ribosomal RNA gene, partial sequence	gi|2195222614|gb|OM728196.1|	2195222614	2022/04/04	2022/04/04	0	1125864	1091	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM292|China: Shanxi	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM728197	Otidea mirabilis voucher BJTC FM291 large subunit ribosomal RNA gene, partial sequence	gi|2195222615|gb|OM728197.1|	2195222615	2022/04/04	2022/04/08	0	1125864	886	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM291|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM728198	Otidea mirabilis voucher HSA 234 large subunit ribosomal RNA gene, partial sequence	gi|2195222616|gb|OM728198.1|	2195222616	2022/04/04	2022/04/04	0	1125864	1047	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 234|China: Shanxi	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM722134	Otidea brevispora voucher HMAS 83551 large subunit ribosomal RNA gene, partial sequence	gi|2195125312|gb|OM722134.1|	2195125312	2022/04/04	2022/04/04	0	2918815	884	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83551|China: Yunnan	0	NA	NA	NA	1	NA	Otidea brevispora	NA	NA
OM728200	Otidea mirabilis voucher HSA 265 large subunit ribosomal RNA gene, partial sequence	gi|2195222661|gb|OM728200.1|	2195222661	2022/04/04	2022/04/08	0	1125864	1017	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 265|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM728283	Otidea mirabilis voucher HMJAU 26926 large subunit ribosomal RNA gene, partial sequence	gi|2195223907|gb|OM728283.1|	2195223907	2022/04/04	2022/04/04	0	1125864	1116	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMJAU 26926|China: Inner Mongolia	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM728519	Otidea nannfeldtii voucher BJTC FM168 large subunit ribosomal RNA gene, partial sequence	gi|2195227866|gb|OM728519.1|	2195227866	2022/04/04	2022/04/04	0	1421057	1057	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM168|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728520	Otidea nannfeldtii voucher BJTC FM170 large subunit ribosomal RNA gene, partial sequence	gi|2195227921|gb|OM728520.1|	2195227921	2022/04/04	2022/04/04	0	1421057	1052	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM170|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728521	Otidea nannfeldtii voucher BJTC FM169 large subunit ribosomal RNA gene, partial sequence	gi|2195227922|gb|OM728521.1|	2195227922	2022/04/04	2022/04/04	0	1421057	1113	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM169|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728522	Otidea nannfeldtii voucher BJTC FM236 large subunit ribosomal RNA gene, partial sequence	gi|2195227962|gb|OM728522.1|	2195227962	2022/04/04	2022/04/04	0	1421057	1051	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM236|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728523	Otidea nannfeldtii voucher BJTC FM243 large subunit ribosomal RNA gene, partial sequence	gi|2195227963|gb|OM728523.1|	2195227963	2022/04/04	2022/04/04	0	1421057	1051	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM243|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728524	Otidea nannfeldtii voucher HMAS 83573 large subunit ribosomal RNA gene, partial sequence	gi|2195228014|gb|OM728524.1|	2195228014	2022/04/04	2022/04/04	0	1421057	884	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83573|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728528	Otidea onotica voucher HMAS 280314 large subunit ribosomal RNA gene, partial sequence	gi|2195228032|gb|OM728528.1|	2195228032	2022/04/04	2022/04/04	0	61494	883	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 280314|China: Yunnan	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM721811	Otidea nannfeldtii voucher BJTC FM236 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195023878|gb|OM721811.1|	2195023878	2022/04/04	2022/04/04	0	1421057	788	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM236|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM721673	Otidea mirabilis voucher HSA 252 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195004792|gb|OM721673.1|	2195004792	2022/04/04	2022/04/08	0	1125864	662	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 252|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM721674	Otidea mirabilis voucher BJTC FM 292 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195004793|gb|OM721674.1|	2195004793	2022/04/04	2022/04/04	0	1125864	661	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM 292|China: Shanxi	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM721675	Otidea mirabilis voucher HSA 234 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195004807|gb|OM721675.1|	2195004807	2022/04/04	2022/04/04	0	1125864	661	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 234|China: Shanxi	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM721676	Otidea mirabilis voucher HSA 265 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195004808|gb|OM721676.1|	2195004808	2022/04/04	2022/04/08	0	1125864	644	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 265|China	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM721677	Otidea mirabilis voucher HMJAU 26926 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195004824|gb|OM721677.1|	2195004824	2022/04/04	2022/04/04	0	1125864	670	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMJAU 26926|China: Inner Mongolia	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
OM721807	Otidea nannfeldtii voucher BJTC FM169 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195021913|gb|OM721807.1|	2195021913	2022/04/04	2022/04/04	0	1421057	788	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM169|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM721808	Otidea nannfeldtii voucher BJTC FM168 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195021924|gb|OM721808.1|	2195021924	2022/04/04	2022/04/04	0	1421057	786	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM168|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM721809	Otidea nannfeldtii voucher BJTC FM243 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195023420|gb|OM721809.1|	2195023420	2022/04/04	2022/04/04	0	1421057	785	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM243|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM721810	Otidea nannfeldtii voucher BJTC FM170 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195023521|gb|OM721810.1|	2195023521	2022/04/04	2022/04/04	0	1421057	800	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM170|China: Shanxi	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM728529	Otidea onotica voucher HMAS 33473 large subunit ribosomal RNA gene, partial sequence	gi|2195229251|gb|OM728529.1|	2195229251	2022/04/04	2022/04/04	0	61494	890	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 33473|China: Heilongjiang	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM721812	Otidea nannfeldtii voucher HMAS 83573 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195025413|gb|OM721812.1|	2195025413	2022/04/04	2022/04/04	0	1421057	812	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83573|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
OM721813	Otidea onotica voucher HMAS 280314 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195035298|gb|OM721813.1|	2195035298	2022/04/04	2022/04/04	0	61494	642	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 280314|China: Yunnan	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM721814	Otidea onotica voucher HMAS 33473 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195040908|gb|OM721814.1|	2195040908	2022/04/04	2022/04/04	0	61494	638	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 33473|China: Heilongjiang	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM721817	Otidea onotica voucher HMAS 97555 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195045724|gb|OM721817.1|	2195045724	2022/04/04	2022/04/04	0	61494	638	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 97555|China: Heilongjiang	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM722037	Otidea sinensis voucher HMAS 61360 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195114461|gb|OM722037.1|	2195114461	2022/04/04	2022/04/04	0	378510	618	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 61360|China: Heilongjiang	0	NA	NA	NA	1	NA	Otidea sinensis	NA	NA
OM722058	Otidea subpurpurea voucher HKAS 54944 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195114618|gb|OM722058.1|	2195114618	2022/04/04	2022/04/04	0	1983373	629	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HKAS 54944|China: Yunnan	0	NA	NA	NA	1	NA	Otidea subpurpurea	NA	NA
OM722132	Otidea alutacea voucher HMJAU 22992 large subunit ribosomal RNA gene, partial sequence	gi|2195124315|gb|OM722132.1|	2195124315	2022/04/04	2022/04/04	0	88576	1036	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMJAU 22992|China: Jilin	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
OM722133	Otidea bicolor voucher HKAS 54453 large subunit ribosomal RNA gene, partial sequence	gi|2195124910|gb|OM722133.1|	2195124910	2022/04/04	2022/04/04	0	1983371	880	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HKAS 54453|China: Yunnan	0	NA	NA	NA	1	NA	Otidea bicolor	NA	NA
OM743965	Otidea parvula voucher BJTC FM210-A small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272767|gb|OM743965.1|	2196272767	2022/04/04	2022/04/04	0	2919282	662	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC FM210-A|holotype of Otidea parvula|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea parvula	NA	NA
OM743954	Otidea cupulata voucher HSA 218 large subunit ribosomal RNA gene, partial sequence	gi|2196272758|gb|OM743954.1|	2196272758	2022/04/04	2022/04/04	0	2919279	1052	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	HSA 218|holotype of Otidea cupulata|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea cupulata	NA	NA
OM743958	Otidea aspera voucher HMJAU 4166 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272759|gb|OM743958.1|	2196272759	2022/04/04	2022/04/04	0	2919278	666	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMJAU 4166|China: Inner Mongolia	0	NA	NA	NA	1	NA	Otidea aspera	NA	NA
OM743957	Otidea plicara voucher BJTC FM262-A small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272760|gb|OM743957.1|	2196272760	2022/04/04	2022/04/04	0	2919283	633	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC FM262-A|holotype of Otidea plicara|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea plicara	NA	NA
OM743956	Otidea parvula voucher BJTC FM210-B large subunit ribosomal RNA gene, partial sequence	gi|2196272761|gb|OM743956.1|	2196272761	2022/04/04	2022/04/04	0	2919282	882	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM210-B|China: Shanxi	0	NA	NA	NA	1	NA	Otidea parvula	NA	NA
OM743961	Otidea plicara voucher BJTC FM262-B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272762|gb|OM743961.1|	2196272762	2022/04/04	2022/04/04	0	2919283	632	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM262-B|China: Shanxi	0	NA	NA	NA	1	NA	Otidea plicara	NA	NA
OM743960	Otidea aspera voucher HSA 278 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272763|gb|OM743960.1|	2196272763	2022/04/04	2022/04/04	0	2919278	669	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	HSA 278|holotype of Otidea aspera|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea aspera	NA	NA
OM743959	Otidea cupulata voucher HSA 406 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272764|gb|OM743959.1|	2196272764	2022/04/04	2022/04/04	0	2919279	647	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 406|China: Shanxi	0	NA	NA	NA	1	NA	Otidea cupulata	NA	NA
OM743962	Otidea parvula voucher BJTC FM210-B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272765|gb|OM743962.1|	2196272765	2022/04/04	2022/04/04	0	2919282	649	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM210-B|China: Shanxi	0	NA	NA	NA	1	NA	Otidea parvula	NA	NA
OM743963	Otidea filiformis voucher BJTC L482 large subunit ribosomal RNA gene, partial sequence	gi|2196272766|gb|OM743963.1|	2196272766	2022/04/04	2022/04/04	0	2919280	939	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC L482|China: Hebei	0	NA	NA	NA	1	NA	Otidea filiformis	NA	NA
OM743951	Otidea aspera voucher HSA 278 large subunit ribosomal RNA gene, partial sequence	gi|2196272757|gb|OM743951.1|	2196272757	2022/04/04	2022/04/04	0	2919278	978	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	HSA 278|holotype of Otidea aspera|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea aspera	NA	NA
OM743964	Otidea aspera voucher HMJAU 4166 large subunit ribosomal RNA gene, partial sequence	gi|2196272768|gb|OM743964.1|	2196272768	2022/04/04	2022/04/04	0	2919278	997	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMJAU 4166|China: Inner Mongolia	0	NA	NA	NA	1	NA	Otidea aspera	NA	NA
OM743966	Otidea parvula voucher BJTC FM210-A large subunit ribosomal RNA gene, partial sequence	gi|2196272769|gb|OM743966.1|	2196272769	2022/04/04	2022/04/04	0	2919282	1037	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC FM210-A|holotype of Otidea parvula|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea parvula	NA	NA
OM743967	Otidea khakicolorata voucher BJTC FM107 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272770|gb|OM743967.1|	2196272770	2022/04/04	2022/04/04	0	2919281	646	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC FM107|holotype of Otidea khakicolorata|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea khakicolorata	NA	NA
OM743968	Otidea filiformis voucher BJTC C505 large subunit ribosomal RNA gene, partial sequence	gi|2196272771|gb|OM743968.1|	2196272771	2022/04/04	2022/04/04	0	2919280	920	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC C505|holotype of Otidea filiformis|holotype|China: Beijing City	0	NA	NA	NA	1	NA	Otidea filiformis	NA	NA
OM743971	Otidea plicara voucher BJTC FM262-A large subunit ribosomal RNA gene, partial sequence	gi|2196272772|gb|OM743971.1|	2196272772	2022/04/04	2022/04/04	0	2919283	1048	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|note|country	BJTC FM262-A|holotype of Otidea plicara|holotype|China: Shanxi	0	NA	NA	NA	1	NA	Otidea plicara	NA	NA
OM743970	Otidea cupulata voucher HSA 406 large subunit ribosomal RNA gene, partial sequence	gi|2196272773|gb|OM743970.1|	2196272773	2022/04/04	2022/04/04	0	2919279	1051	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HSA 406|China: Shanxi	0	NA	NA	NA	1	NA	Otidea cupulata	NA	NA
OM743969	Otidea purpureobrunnea voucher BJTC FM1061 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2196272774|gb|OM743969.1|	2196272774	2022/04/04	2022/04/04	0	2931436	656	genomic	dna	linear	insd	0	0	NA	specimen_voucher|old_name|country	BJTC FM1061|Otidea purpurabrunneae|China: Shanxi	0	NA	NA	NA	1	NA	Otidea purpureobrunnea	NA	NA
OM743972	Otidea purpureobrunnea voucher BJTC FM1061 large subunit ribosomal RNA gene, partial sequence	gi|2196272775|gb|OM743972.1|	2196272775	2022/04/04	2022/04/04	0	2931436	1107	genomic	dna	linear	insd	0	0	NA	specimen_voucher|old_name|country	BJTC FM1061|Otidea purpurabrunneae|China: Shanxi	0	NA	NA	NA	1	NA	Otidea purpureobrunnea	NA	NA
OM731675	Otidea propinquata voucher HMAS 83575 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195272721|gb|OM731675.1|	2195272721	2022/04/04	2022/04/04	0	1570467	769	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83575|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728532	Otidea onotica voucher HMAS 97555 large subunit ribosomal RNA gene, partial sequence	gi|2195229267|gb|OM728532.1|	2195229267	2022/04/04	2022/04/04	0	61494	881	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 97555|China: Heilongjiang	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
OM728536	Otidea propinquata voucher BJTC FM49 large subunit ribosomal RNA gene, partial sequence	gi|2195230015|gb|OM728536.1|	2195230015	2022/04/04	2022/04/04	0	1570467	1024	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM49|China: Shanxi	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728537	Otidea propinquata voucher BJTC FM171 large subunit ribosomal RNA gene, partial sequence	gi|2195230016|gb|OM728537.1|	2195230016	2022/04/04	2022/04/04	0	1570467	1008	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM171|China: Shanxi	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728545	Otidea propinquata voucher BJTC FM233 large subunit ribosomal RNA gene, partial sequence	gi|2195230203|gb|OM728545.1|	2195230203	2022/04/04	2022/04/04	0	1570467	1047	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM233|China: Shanxi	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728546	Otidea propinquata voucher HMAS 83576 large subunit ribosomal RNA gene, partial sequence	gi|2195230204|gb|OM728546.1|	2195230204	2022/04/04	2022/04/04	0	1570467	916	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83576|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728547	Otidea propinquata voucher HMAS 83575 large subunit ribosomal RNA gene, partial sequence	gi|2195230205|gb|OM728547.1|	2195230205	2022/04/04	2022/04/04	0	1570467	922	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 83575|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM728605	Otidea subpurpurea voucher HKAS 54944 large subunit ribosomal RNA gene, partial sequence	gi|2195230617|gb|OM728605.1|	2195230617	2022/04/04	2022/04/04	0	1983373	885	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HKAS 54944|China: Yunnan	0	NA	NA	NA	1	NA	Otidea subpurpurea	NA	NA
OM731673	Otidea propinquata voucher BJTC FM233 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	gi|2195272719|gb|OM731673.1|	2195272719	2022/04/04	2022/04/04	0	1570467	768	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	BJTC FM233|China: Shanxi	0	NA	NA	NA	1	NA	Otidea propinquata	NA	NA
OM731674	Otidea leporina voucher HMAS 254161 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|2195272720|gb|OM731674.1|	2195272720	2022/04/04	2022/04/04	0	47199	833	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country	HMAS 254161|China: Xinjiang	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
ON552249	Otidea shennongjiana voucher HMAS 53691 large subunit ribosomal RNA gene, partial sequence	gi|2240750427|gb|ON552249.1|	2240750427	2022/07/05	2022/07/05	0	2961992	891	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|old_name|country	HMAS 53691|holotype of Otidea shennongjiana|Otidea shennongjina|China	0	NA	NA	NA	1	NA	Otidea shennongjiana	NA	NA
